,Session Title/Poster Group,Poster #,Presentation Time,Title,Author(s),Paper ID
1169,,73,10:00,Convolutional Recurrent Network for Road Boundary Extraction,Justin Liang; Namdar Homayounfar; Wei-Chiu Ma; Shenlong Wang; Raquel Urtasun,4944
1170,,74,10:00,DFANet: Deep Feature Aggregation for Real-Time Semantic Segmentation,Hanchao Li; Pengfei Xiong; Haoqiang Fan; Jian Sun,5215
1171,,75,10:00,A Cross-Season Correspondence Dataset for Robust Semantic Segmentation,Måns Larsson; Erik Stenborg; Lars Hammarstrand; Marc Pollefeys; Torsten Sattler; Fredrik Kahl,5332
1172,,76,10:00,ManTra-Net: Manipulation Tracing Network for Detection and Localization of Image Forgeries With Anomalous Features,Yue Wu; Wael AbdAlmageed; Premkumar Natarajan,5356
1173,"Statistics, Physics, Theory, & Datasets",77,10:00,"Divergence Triangle for Joint Training of Generator Model, Energy-Based Model, and Inferential Model",Tian Han; Erik Nijkamp; Xiaolin Fang; Mitch Hill; Song-Chun Zhu; Ying Nian Wu,2609
1174,,78,10:00,Image Deformation Meta-Networks for One-Shot Learning,Zitian Chen; Yanwei Fu; Yu-Xiong Wang; Lin Ma; Wei Liu; Martial Hebert,2829
1175,,79,10:00,Online High Rank Matrix Completion,Jicong Fan; Madeleine Udell,4917
1176,,80,10:00,Multispectral Imaging for Fine-Grained Recognition of Powders on Complex Backgrounds,Tiancheng Zhi; Bernardo R. Pires; Martial Hebert; Srinivasa G. Narasimhan,1274
1177,,81,10:00,ContactDB: Analyzing and Predicting Grasp Contact via Thermal Imaging,Samarth Brahmbhatt; Cusuh Ham; Charles C. Kemp; James Hays,2138
1178,,82,10:00,Robust Subspace Clustering With Independent and Piecewise Identically Distributed Noise Modeling,Yuanman Li; Jiantao Zhou; Xianwei Zheng; Jinyu Tian; Yuan Yan Tang,4535
1179,,83,10:00,What Correspondences Reveal About Unknown Camera and Motion Models?,Thomas Probst; Ajad Chhatkuli; Danda Pani Paudel; Luc Van Gool,4185
1180,,84,10:00,Self-Calibrating Deep Photometric Stereo Networks,Guanying Chen; Kai Han; Boxin Shi; Yasuyuki Matsushita; Kwan-Yee K. Wong,1504
1181,,85,10:00,Argoverse: 3D Tracking and Forecasting With Rich Maps,Ming-Fang Chang; John Lambert; Patsorn Sangkloy; Jagjeet Singh; Slawomir Bak; Andrew Hartnett; De Wang; Peter Carr; Simon Lucey; Deva Ramanan; James Hays,4994
1182,,86,10:00,Side Window Filtering,Hui Yin; Yuanhao Gong; Guoping Qiu,5176
1183,,87,10:00,Defense Against Adversarial Images Using Web-Scale Nearest-Neighbor Search,Abhimanyu Dubey; Laurens van der Maaten; Zeki Yalniz; Yixuan Li; Dhruv Mahajan,2319
1184,,88,10:00,Incremental Object Learning From Contiguous Views,Stefan Stojanov; Samarth Mishra; Ngoc Anh Thai; Nikhil Dhanda; Ahmad Humayun; Chen Yu; Linda B. Smith; James M. Rehg,1519
1185,,89,10:00,IP102: A Large-Scale Benchmark Dataset for Insect Pest Recognition,Xiaoping Wu; Chi Zhan; Yu-Kun Lai; Ming-Ming Cheng; Jufeng Yang,3627
1186,,90,10:00,CityFlow: A City-Scale Benchmark for Multi-Target Multi-Camera Vehicle Tracking and Re-Identification,Zheng Tang; Milind Naphade; Ming-Yu Liu; Xiaodong Yang; Stan Birchfield; Shuo Wang; Ratnesh Kumar; David Anastasiu; Jenq-Neng Hwang,6334
1187,,91,10:00,Social-IQ: A Question Answering Benchmark for Artificial Social Intelligence,Amir Zadeh; Michael Chan; Paul Pu Liang; Edmund Tong; Louis-Philippe Morency,6439
1188,,92,10:00,On Zero-Shot Recognition of Generic Objects,Tristan Hascoet; Yasuo Ariki; Tetsuya Takiguchi,4302
1189,,93,10:00,Explicit Bias Discovery in Visual Question Answering Models,Varun Manjunatha; Nirat Saini; Larry S. Davis,4371
1190,,94,10:00,REPAIR: Removing Representation Bias by Dataset Resampling,Yi Li; Nuno Vasconcelos,4423
1191,,95,10:00,Label Efficient Semi-Supervised Learning via Graph Filtering,Qimai Li; Xiao-Ming Wu; Han Liu; Xiaotong Zhang; Zhichao Guan,4744
1192,,96,10:00,MVTec AD — A Comprehensive Real-World Dataset for Unsupervised Anomaly Detection,Paul Bergmann; Michael Fauser; David Sattlegger; Carsten Steger,4769
1193,,97,10:00,ABC: A Big CAD Model Dataset for Geometric Deep Learning,Sebastian Koch; Albert Matveev; Zhongshi Jiang; Francis Williams; Alexey Artemov; Evgeny Burnaev; Marc Alexa; Denis Zorin; Daniele Panozzo,4878
1194,,98,10:00,Tightness-Aware Evaluation Protocol for Scene Text Detection,Yuliang Liu; Lianwen Jin; Zecheng Xie; Canjie Luo; Shuaitao Zhang; Lele Xie,4946
1195,3D Multiview,99,10:00,PointConv: Deep Convolutional Networks on 3D Point Clouds,Wenxuan Wu; Zhongang Qi; Li Fuxin,4220
1196,,100,10:00,Octree Guided CNN With Spherical Kernels for 3D Point Clouds,Huan Lei; Naveed Akhtar; Ajmal Mian,4334
1197,,101,10:00,VITAMIN-E: VIsual Tracking and MappINg With Extremely Dense Feature Points,Masashi Yokozuka; Shuji Oishi; Simon Thompson; Atsuhiko Banno,4463
1198,,102,10:00,Conditional Single-View Shape Generation for Multi-View Stereo Reconstruction,Yi Wei; Shaohui Liu; Wang Zhao; Jiwen Lu,4478
1199,,103,10:00,Learning to Adapt for Stereo,Alessio Tonioni; Oscar Rahnama; Thomas Joy; Luigi Di Stefano; Thalaiyasingam Ajanthan; Philip H.S. Torr,4522
1200,,104,10:00,3D Appearance Super-Resolution With Deep Learning,Yawei Li; Vagia Tsiminaki; Radu Timofte; Marc Pollefeys; Luc Van Gool,4851
1201,,105,10:00,Radial Distortion Triangulation,Zuzana Kukelova; Viktor Larsson,4955
1202,,106,10:00,Robust Point Cloud Based Reconstruction of Large-Scale Outdoor Scenes,Ziquan Lan; Zi Jian Yew; Gim Hee Lee,5331
1203,3D Single View & RGBD,107,10:00,Minimal Solvers for Mini-Loop Closures in 3D Multi-Scan Alignment,Pedro Miraldo; Surojit Saha; Srikumar Ramalingam,4180
1204,,108,10:00,Volumetric Capture of Humans With a Single RGBD Camera via Semi-Parametric Learning,Rohit Pandey; Anastasia Tkach; Shuoran Yang; Pavel Pidlypenskyi; Jonathan Taylor; Ricardo Martin-Brualla; Andrea Tagliasacchi; George Papandreou; Philip Davidson; Cem Keskin; Shahram Izadi; Sean Fanello,4204
1205,,109,10:00,Joint Face Detection and Facial Motion Retargeting for Multiple Faces,Bindita Chaudhuri; Noranart Vesdapunt; Baoyuan Wang,4442
1206,,110,10:00,Monocular Depth Estimation Using Relative Depth Maps,Jae-Han Lee; Chang-Su Kim,4450
1207,,111,10:00,Unsupervised Primitive Discovery for Improved 3D Generative Modeling,Salman H. Khan; Yulan Guo; Munawar Hayat; Nick Barnes,4635
1208,,112,10:00,Learning to Explore Intrinsic Saliency for Stereoscopic Video,Qiudan Zhang; Xu Wang; Shiqi Wang; Shikai Li; Sam Kwong; Jianmin Jiang,4679
1209,,113,10:00,"Spherical Regression: Learning Viewpoints, Surface Normals and 3D Rotations on N-Spheres",Shuai Liao; Efstratios Gavves; Cees G. M. Snoek,4686
1210,,114,10:00,Refine and Distill: Exploiting Cycle-Inconsistency and Knowledge Distillation for Unsupervised Monocular Depth Estimation,Andrea Pilzer; Stéphane Lathuilière; Nicu Sebe; Elisa Ricci,4818
1211,,115,10:00,Learning View Priors for Single-View 3D Reconstruction,Hiroharu Kato; Tatsuya Harada,4999
1212,,116,10:00,Geometry-Aware Symmetric Domain Adaptation for Monocular Depth Estimation,Shanshan Zhao; Huan Fu; Mingming Gong; Dacheng Tao,5090
1213,,117,10:00,Learning Monocular Depth Estimation Infusing Traditional Stereo Knowledge,Fabio Tosi; Filippo Aleotti; Matteo Poggi; Stefano Mattoccia,5256
1214,,118,10:00,SIGNet: Semantic Instance Aided Unsupervised 3D Geometry Perception,Yue Meng; Yongxi Lu; Aman Raj; Samuel Sunarjo; Rui Guo; Tara Javidi; Gaurav Bansal; Dinesh Bharadia,5263
1215,Face & Body,119,10:00,3D Guided Fine-Grained Face Manipulation,Zhenglin Geng; Chen Cao; Sergey Tulyakov,4183
1216,,120,10:00,Neuro-Inspired Eye Tracking With Eye Movement Dynamics,Kang Wang; Hui Su; Qiang Ji,4206
1217,,121,10:00,Facial Emotion Distribution Learning by Exploiting Low-Rank Label Correlations Locally,Xiuyi Jia; Xiang Zheng; Weiwei Li; Changqing Zhang; Zechao Li,4436
1218,,122,10:00,Unsupervised Face Normalization With Extreme Pose and Expression in the Wild,Yichen Qian; Weihong Deng; Jiani Hu,4531
1219,,123,10:00,Semantic Component Decomposition for Face Attribute Manipulation,Ying-Cong Chen; Xiaohui Shen; Zhe Lin; Xin Lu; I-Ming Pao; Jiaya Jia,3603
1220,,124,10:00,R³ Adversarial Network for Cross Model Face Recognition,Ken Chen; Yichao Wu; Haoyu Qin; Ding Liang; Xuebo Liu; Junjie Yan,4625
1221,,125,10:00,Disentangling Latent Hands for Image Synthesis and Pose Estimation,Linlin Yang; Angela Yao,4791
1222,,126,10:00,Generating Multiple Hypotheses for 3D Human Pose Estimation With Mixture Density Network,Chen Li; Gim Hee Lee,5180
1223,,127,10:00,CrossInfoNet: Multi-Task Information Sharing Based Hand Pose Estimation,Kuo Du; Xiangbo Lin; Yi Sun; Xiaohong Ma,5207
1224,,128,10:00,P2SGrad: Refined Gradients for Optimizing Deep Face Models,Xiao Zhang; Rui Zhao; Junjie Yan; Mengya Gao; Yu Qiao; Xiaogang Wang; Hongsheng Li,5285
1225,Action & Video,129,10:00,Action Recognition From Single Timestamp Supervision in Untrimmed Videos,Davide Moltisanti; Sanja Fidler; Dima Damen,4560
1226,,130,10:00,Time-Conditioned Action Anticipation in One Shot,Qiuhong Ke; Mario Fritz; Bernt Schiele,4749
1227,,131,10:00,Dance With Flow: Two-In-One Stream Action Detection,Jiaojiao Zhao; Cees G. M. Snoek,4882
1228,,132,10:00,Representation Flow for Action Recognition,AJ Piergiovanni; Michael S. Ryoo,4973
1229,,133,10:00,LSTA: Long Short-Term Attention for Egocentric Action Recognition,Swathikiran Sudhakaran; Sergio Escalera; Oswald Lanz,5009
1230,,134,10:00,Learning Actor Relation Graphs for Group Activity Recognition,Jianchao Wu; Limin Wang; Li Wang; Jie Guo; Gangshan Wu,5028
1231,,135,10:00,A Structured Model for Action Detection,Yubo Zhang; Pavel Tokmakov; Martial Hebert; Cordelia Schmid,5156
1232,,136,10:00,Out-Of-Distribution Detection for Generalized Zero-Shot Action Recognition,Devraj Mandal; Sanath Narayan; Sai Kumar Dwivedi; Vikram Gupta; Shuaib Ahmed; Fahad Shahbaz Khan; Ling Shao,5185
1233,Motion & Biometrics,137,10:00,Object Discovery in Videos as Foreground Motion Clustering,Christopher Xie; Yu Xiang; Zaid Harchaoui; Dieter Fox,4179
1234,,138,10:00,Towards Natural and Accurate Future Motion Prediction of Humans and Animals,Zhenguang Liu; Shuang Wu; Shuyuan Jin; Qi Liu; Shijian Lu; Roger Zimmermann; Li Cheng,4338
1235,,139,10:00,Automatic Face Aging in Videos via Deep Reinforcement Learning,Chi Nhan Duong; Khoa Luu; Kha Gia Quach; Nghia Nguyen; Eric Patterson; Tien D. Bui; Ngan Le,4366
1236,,140,10:00,Multi-Adversarial Discriminative Deep Domain Generalization for Face Presentation Attack Detection,Rui Shao; Xiangyuan Lan; Jiawei Li; Pong C. Yuen,5369
1237,Synthesis,141,10:00,A Content Transformation Block for Image Style Transfer,Dmytro Kotovenko; Artsiom Sanakoyeu; Pingchuan Ma; Sabine Lang; Björn Ommer,4284
1238,,142,10:00,BeautyGlow: On-Demand Makeup Transfer Framework With Reversible Generative Network,Hung-Jen Chen; Ka-Ming Hui; Szu-Yu Wang; Li-Wu Tsao; Hong-Han Shuai; Wen-Huang Cheng,4378
1239,,143,10:00,Style Transfer by Relaxed Optimal Transport and Self-Similarity,Nicholas Kolkin; Jason Salavon; Gregory Shakhnarovich,4740
1240,,144,10:00,Inserting Videos Into Videos,Donghoon Lee; Tomas Pfister; Ming-Hsuan Yang,4906
1241,,145,10:00,Learning Image and Video Compression Through Spatial-Temporal Energy Compaction,Zhengxue Cheng; Heming Sun; Masaru Takeuchi; Jiro Katto,5027
1242,,146,10:00,Event-Based High Dynamic Range Image and Very High Frame Rate Video Generation Using Conditional Generative Adversarial Networks,Lin Wang; S. Mohammad Mostafavi I.; Yo-Sung Ho; Kuk-Jin Yoon,5141
1243,,147,10:00,Enhancing TripleGAN for Semi-Supervised Conditional Instance Synthesis and Classification,Si Wu; Guangchang Deng; Jichang Li; Rui Li; Zhiwen Yu; Hau-San Wong,5293
1244,Computational Photography & Graphics,148,10:00,"Capture, Learning, and Synthesis of 3D Speaking Styles",Daniel Cudeiro; Timo Bolkart; Cassidy Laidlaw; Anurag Ranjan; Michael J. Black,4443
1245,,149,10:00,Nesti-Net: Normal Estimation for Unstructured 3D Point Clouds Using Convolutional Neural Networks,Yizhak Ben-Shabat; Michael Lindenbaum; Anath Fischer,4550
1246,,150,10:00,Ray-Space Projection Model for Light Field Camera,Qi Zhang; Jinbo Ling; Qing Wang; Jingyi Yu,4624
1247,,151,10:00,Deep Geometric Prior for Surface Reconstruction,Francis Williams; Teseo Schneider; Claudio Silva; Denis Zorin; Joan Bruna; Daniele Panozzo,4806
1248,,152,10:00,Analysis of Feature Visibility in Non-Line-Of-Sight Measurements,Xiaochun Liu; Sebastian Bauer; Andreas Velten,4814
1249,,153,10:00,Hyperspectral Imaging With Random Printed Mask,Yuanyuan Zhao; Hui Guo; Zhan Ma; Xun Cao; Tao Yue; Xuemei Hu,5081
1250,,154,10:00,All-Weather Deep Outdoor Lighting Estimation,Jinsong Zhang; Kalyan Sunkavalli; Yannick Hold-Geoffroy; Sunil Hadap; Jonathan Eisenman; Jean-François Lalonde,5128
1251,Low-Level & Optimization,155,10:00,A Variational EM Framework With Adaptive Edge Selection for Blind Motion Deblurring,Liuge Yang; Hui Ji,4186
1252,,156,10:00,Viewport Proposal CNN for 360° Video Quality Assessment,Chen Li; Mai Xu; Lai Jiang; Shanyi Zhang; Xiaoming Tao,4482
1253,,157,10:00,Beyond Gradient Descent for Regularized Segmentation Losses,Dmitrii Marin; Meng Tang; Ismail Ben Ayed; Yuri Boykov,4685
1254,,158,10:00,MAGSAC: Marginalizing Sample Consensus,Daniel Barath; Jiří Matas; Jana Noskova,4694
1255,,159,10:00,Understanding and Visualizing Deep Visual Saliency Models,Sen He; Hamed R. Tavakoli; Ali Borji; Yang Mi; Nicolas Pugeault,4725
1256,,160,10:00,Divergence Prior and Vessel-Tree Reconstruction,Zhongwen Zhang; Dmitrii Marin; Egor Chesakov; Marc Moreno Maza; Maria Drangova; Yuri Boykov,4783
1257,,161,10:00,Unsupervised Domain-Specific Deblurring via Disentangled Representations,Boyu Lu; Jun-Cheng Chen; Rama Chellappa,4819
1258,,162,10:00,Douglas-Rachford Networks: Learning Both the Image Prior and Data Fidelity Terms for Blind Image Deconvolution,Raied Aljadaany; Dipan K. Pal; Marios Savvides,4897
1259,,163,10:00,Speed Invariant Time Surface for Learning to Detect Corner Points With Event-Based Cameras,Jacques Manderscheid; Amos Sironi; Nicolas Bourdis; Davide Migliore; Vincent Lepetit,4920
1260,,164,10:00,Training Deep Learning Based Image Denoisers From Undersampled Measurements Without Ground Truth and Without Image Prior,Magauiya Zhussip; Shakarim Soltanayev; Se Young Chun,4975
1261,,165,10:00,A Variational Pan-Sharpening With Local Gradient Constraints,Xueyang Fu; Zihuang Lin; Yue Huang; Xinghao Ding,5294
1262,Scenes & Representation,166,10:00,F-VAEGAN-D2: A Feature Generating Framework for Any-Shot Learning,Yongqin Xian; Saurabh Sharma; Bernt Schiele; Zeynep Akata,3745
1263,,167,10:00,Sliced Wasserstein Discrepancy for Unsupervised Domain Adaptation,Chen-Yu Lee; Tanmay Batra; Mohammad Haris Baig; Daniel Ulbricht,4238
1264,,168,10:00,Graph Attention Convolution for Point Cloud Semantic Segmentation,Lei Wang; Yuchun Huang; Yaolin Hou; Shenman Zhang; Jie Shan,4649
1265,,169,10:00,Normalized Diversification,Shaohui Liu; Xiao Zhang; Jianqiao Wangni; Jianbo Shi,4658
1266,,170,10:00,Learning to Localize Through Compressed Binary Maps,Xinkai Wei; Ioan Andrei Bârsan; Shenlong Wang; Julieta Martinez; Raquel Urtasun,4890
1267,,171,10:00,A Parametric Top-View Representation of Complex Road Scenes,Ziyan Wang; Buyu Liu; Samuel Schulter; Manmohan Chandraker,4914
1268,,172,10:00,Self-Supervised Spatiotemporal Learning via Video Clip Order Prediction,Dejing Xu; Jun Xiao; Zhou Zhao; Jian Shao; Di Xie; Yueting Zhuang,5096
1269,,173,10:00,Superquadrics Revisited: Learning 3D Shape Parsing Beyond Cuboids,Despoina Paschalidou; Ali Osman Ulusoy; Andreas Geiger,5106
1270,,174,10:00,Unsupervised Disentangling of Appearance and Geometry by Deformable Generator Network,Xianglei Xing; Tian Han; Ruiqi Gao; Song-Chun Zhu; Ying Nian Wu,5227
1271,,175,10:00,Self-Supervised Representation Learning by Rotation Feature Decoupling,Zeyu Feng; Chang Xu; Dacheng Tao,5242
1272,,176,10:00,Weakly Supervised Deep Image Hashing Through Tag Embeddings,Vijetha Gattupalli; Yaoxin Zhuo; Baoxin Li,5248
1273,,177,10:00,Improved Road Connectivity by Joint Learning of Orientation and Segmentation,Anil Batra; Suriya Singh; Guan Pang; Saikat Basu; C.V. Jawahar; Manohar Paluri,5278
1274,,178,10:00,Deep Supervised Cross-Modal Retrieval,Liangli Zhen; Peng Hu; Xu Wang; Dezhong Peng,5287
1275,,179,10:00,A Theoretically Sound Upper Bound on the Triplet Loss for Improving the Efficiency of Deep Distance Metric Learning,Thanh-Toan Do; Toan Tran; Ian Reid; Vijay Kumar; Tuan Hoang; Gustavo Carneiro,5310
1276,,180,10:00,Data Representation and Learning With Graph Diffusion-Embedding Networks,Bo Jiang; Doudou Lin; Jin Tang; Bin Luo,5341
1277,Language & Reasoning,181,10:00,Video Relationship Reasoning Using Gated Spatio-Temporal Energy Graph,Yao-Hung Hubert Tsai; Santosh Divvala; Louis-Philippe Morency; Ruslan Salakhutdinov; Ali Farhadi,4277
1278,,182,10:00,Image-Question-Answer Synergistic Network for Visual Dialog,Dalu Guo; Chang Xu; Dacheng Tao,4385
1279,,183,10:00,Not All Frames Are Equal: Weakly-Supervised Video Grounding With Contextual Similarity and Visual Clustering Losses,Jing Shi; Jia Xu; Boqing Gong; Chenliang Xu,4732
1280,,184,10:00,Inverse Cooking: Recipe Generation From Food Images,Amaia Salvador; Michal Drozdzal; Xavier Giro-i-Nieto; Adriana Romero,4781
1281,,185,10:00,Adversarial Semantic Alignment for Improved Image Captions,Pierre Dognin; Igor Melnyk; Youssef Mroueh; Jerret Ross; Tom Sercu,4833
1282,,186,10:00,Answer Them All! Toward Universal Visual Question Answering Models,Robik Shrestha; Kushal Kafle; Christopher Kanan,4919
1283,,187,10:00,Unsupervised Multi-Modal Neural Machine Translation,Yuanhang Su; Kai Fan; Nguyen Bach; C.-C. Jay Kuo; Fei Huang,4967
1284,,188,10:00,Multi-Task Learning of Hierarchical Vision-Language Representation,Duy-Kien Nguyen; Takayuki Okatani,4987
1285,,189,10:00,Cross-Modal Self-Attention Network for Referring Image Segmentation,Linwei Ye; Mrigank Rochan; Zhi Liu; Yang Wang,5052
1286,"Applications, Medical, & Robotics",190,10:00,Holistic and Comprehensive Annotation of Clinically Significant Findings on Diverse CT Images: Learning From Radiology Reports and Label Ontology,Ke Yan; Yifan Peng; Veit Sandfort; Mohammadhadi Bagheri; Zhiyong Lu; Ronald M. Summers,2180
1287,,191,10:00,Robust Histopathology Image Analysis: To Label or to Synthesize?,Le Hou; Ayush Agarwal; Dimitris Samaras; Tahsin M. Kurc; Rajarsi R. Gupta; Joel H. Saltz,4246
1288,,192,10:00,Data Augmentation Using Learned Transformations for One-Shot Medical Image Segmentation,Amy Zhao; Guha Balakrishnan; Frédo Durand; John V. Guttag; Adrian V. Dalca,6477
1289,,193,10:00,Shifting More Attention to Video Salient Object Detection,Deng-Ping Fan; Wenguan Wang; Ming-Ming Cheng; Jianbing Shen,1853
1290,,194,10:00,Neural Task Graphs: Generalizing to Unseen Tasks From a Single Video Demonstration,De-An Huang; Suraj Nair; Danfei Xu; Yuke Zhu; Animesh Garg; Li Fei-Fei; Silvio Savarese; Juan Carlos Niebles,864
1291,,195,10:00,Beyond Tracking: Selecting Memory and Refining Poses for Deep Visual Odometry,Fei Xue; Xin Wang; Shunkai Li; Qiuyuan Wang; Junqiu Wang; Hongbin Zha,1296
1292,,196,10:00,Image Generation From Layout,Bo Zhao; Lili Meng; Weidong Yin; Leonid Sigal,3139
1293,,197,10:00,Multimodal Explanations by Predicting Counterfactuality in Videos,Atsushi Kanehira; Kentaro Takemoto; Sho Inayoshi; Tatsuya Harada,4603
1294,,198,10:00,Learning to Explain With Complemental Examples,Atsushi Kanehira; Tatsuya Harada,4606
1295,,199,10:00,HAQ: Hardware-Aware Automated Quantization With Mixed Precision,Kuan Wang; Zhijian Liu; Yujun Lin; Ji Lin; Song Han,3441
1296,,200,10:00,Content Authentication for Neural Imaging Pipelines: End-To-End Optimization of Photo Provenance in Complex Distribution Channels,Pawel Korus; Nasir Memon,4965
1297,,201,10:00,Inverse Procedural Modeling of Knitwear,Elena Trunz; Sebastian Merzbach; Jonathan Klein; Thomas Schulze; Michael Weinmann; Reinhard Klein,5712
1298,,202,10:00,Estimating 3D Motion and Forces of Person-Object Interactions From Monocular Video,Zongmian Li; Jiri Sedlar; Justin Carpentier; Ivan Laptev; Nicolas Mansard; Josef Sivic,2857
1299,,203,10:00,DeepMapping: Unsupervised Map Estimation From Multiple Point Clouds,Li Ding; Chen Feng,4235
1300,,204,10:00,End-To-End Interpretable Neural Motion Planner,Wenyuan Zeng; Wenjie Luo; Simon Suo; Abbas Sadat; Bin Yang; Sergio Casas; Raquel Urtasun,4880
1301,,205,10:00,DuDoNet: Dual Domain Network for CT Metal Artifact Reduction,Wei-An Lin; Haofu Liao; Cheng Peng; Xiaohang Sun; Jingdan Zhang; Jiebo Luo; Rama Chellappa; Shaohua Kevin Zhou,4261
1302,,206,10:00,Fast Spatio-Temporal Residual Network for Video Super-Resolution,Sheng Li; Fengxiang He; Bo Du; Lefei Zhang; Yonghao Xu; Dacheng Tao,4384
1303,,207,10:00,Complete the Look: Scene-Based Complementary Product Recommendation,Wang-Cheng Kang; Eric Kim; Jure Leskovec; Charles Rosenberg; Julian McAuley,4419
1304,,208,10:00,Selective Sensor Fusion for Neural Visual-Inertial Odometry,Changhao Chen; Stefano Rosa; Yishu Miao; Chris Xiaoxuan Lu; Wei Wu; Andrew Markham; Niki Trigoni,4628
1305,,209,10:00,Look More Than Once: An Accurate Detector for Text of Arbitrary Shapes,Chengquan Zhang; Borong Liang; Zuming Huang; Mengyi En; Junyu Han; Errui Ding; Xinghao Ding,4675
1306,,210,10:00,Learning Binary Code for Personalized Fashion Recommendation,Zhi Lu; Yang Hu; Yunchao Jiang; Yan Chen; Bing Zeng,4765
1307,,211,10:00,Attention Based Glaucoma Detection: A Large-Scale Database and CNN Model,Liu Li; Mai Xu; Xiaofei Wang; Lai Jiang; Hanruo Liu,4789
1308,,212,10:00,Privacy Protection in Street-View Panoramas Using Depth and Multi-View Imagery,Ries Uittenbogaard; Clint Sebastian; Julien Vijverberg; Bas Boom; Dariu M. Gavrila; Peter H.N. de With,4829
1309,,213,10:00,Grounding Human-To-Vehicle Advice for Self-Driving Vehicles,Jinkyu Kim; Teruhisa Misu; Yi-Ting Chen; Ashish Tawari; John Canny,4838
1310,,214,10:00,Multi-Step Prediction of Occupancy Grid Maps With Recurrent Neural Networks,Nima Mohajerin; Mohsen Rohani,4855
1311,,215,10:00,Connecting Touch and Vision via Cross-Modal Prediction,Yunzhu Li; Jun-Yan Zhu; Russ Tedrake; Antonio Torralba,4903
1312,,216,10:00,X2CT-GAN: Reconstructing CT From Biplanar X-Rays With Generative Adversarial Networks,Xingde Ying; Heng Guo; Kai Ma; Jian Wu; Zhengxin Weng; Yefeng Zheng,5238
1313,Deep Learning,1,13:30,Practical Full Resolution Learned Lossless Image Compression,Fabian Mentzer; Eirikur Agustsson; Michael Tschannen; Radu Timofte; Luc Van Gool,3041
1314,,2,13:35,Image-To-Image Translation via Group-Wise Deep Whitening-And-Coloring Transformation,Wonwoong Cho; Sungha Choi; David Keetae Park; Inkyu Shin; Jaegul Choo,6930
1315,,3,13:40,Max-Sliced Wasserstein Distance and Its Use for GANs,Ishan Deshpande; Yuan-Ting Hu; Ruoyu Sun; Ayis Pyrros; Nasir Siddiqui; Sanmi Koyejo; Zhizhen Zhao; David Forsyth; Alexander G. Schwing,6265
1316,,4,13:48,Meta-Learning With Differentiable Convex Optimization,Kwonjoon Lee; Subhransu Maji; Avinash Ravichandran; Stefano Soatto,3073
1317,,5,13:53,RePr: Improved Training of Convolutional Filters,Aaditya Prakash; James Storer; Dinei Florencio; Cha Zhang,6188
1318,,6,13:58,Tangent-Normal Adversarial Regularization for Semi-Supervised Learning,Bing Yu; Jingfeng Wu; Jinwen Ma; Zhanxing Zhu,6332
1319,,7,14:06,Auto-Encoding Scene Graphs for Image Captioning,Xu Yang; Kaihua Tang; Hanwang Zhang; Jianfei Cai,3306
1320,,8,14:11,"Fast, Diverse and Accurate Image Captioning Guided by Part-Of-Speech",Aditya Deshpande; Jyoti Aneja; Liwei Wang; Alexander G. Schwing; David Forsyth,6218
1321,,9,14:16,Attention Branch Network: Learning of Attention Mechanism for Visual Explanation,Hiroshi Fukui; Tsubasa Hirakawa; Takayoshi Yamashita; Hironobu Fujiyoshi,6105
1322,,10,14:24,Cascaded Projection: End-To-End Network Compression and Acceleration,Breton Minnehan; Andreas Savakis,3796
1323,,11,14:29,DeepCaps: Going Deeper With Capsule Networks,Jathushan Rajasegaran; Vinoj Jayasundara; Sandaru Jayasekara; Hirunima Jayasekara; Suranga Seneviratne; Ranga Rodrigo,5721
1324,,12,14:34,FBNet: Hardware-Aware Efficient ConvNet Design via Differentiable Neural Architecture Search,Bichen Wu; Xiaoliang Dai; Peizhao Zhang; Yanghan Wang; Fei Sun; Yiming Wu; Yuandong Tian; Peter Vajda; Yangqing Jia; Kurt Keutzer,6240
1325,,13,14:42,APDrawingGAN: Generating Artistic Portrait Drawings From Face Photos With Hierarchical GANs,Ran Yi; Yong-Jin Liu; Yu-Kun Lai; Paul L. Rosin,5032
1326,,14,14:47,Constrained Generative Adversarial Networks for Interactive Image Generation,Eric Heim,6431
1327,,15,14:52,WarpGAN: Automatic Caricature Generation,Yichun Shi; Debayan Deb; Anil K. Jain,6807
1328,,16,15:00,Explainability Methods for Graph Convolutional Neural Networks,Phillip E. Pope; Soheil Kolouri; Mohammad Rostami; Charles E. Martin; Heiko Hoffmann,5199
1329,,17,15:05,A Generative Adversarial Density Estimator,M. Ehsan Abbasnejad; Qinfeng Shi; Anton van den Hengel; Lingqiao Liu,5502
1330,,18,15:10,SoDeep: A Sorting Deep Net to Learn Ranking Loss Surrogates,Martin Engilberge; Louis Chevallier; Patrick Pérez; Matthieu Cord,5921
1331,Face & Body,92,13:30,High-Quality Face Capture Using Anatomical Muscles,Michael Bao; Matthew Cong; Stéphane Grabli; Ronald Fedkiw,4
1332,,93,13:35,FML: Face Model Learning From Videos,Ayush Tewari; Florian Bernard; Pablo Garrido; Gaurav Bharaj; Mohamed Elgharib; Hans-Peter Seidel; Patrick Pérez; Michael Zollhöfer; Christian Theobalt,2408
