,Paper ID,Title,Author(s)
909,2464,Alive Caricature From 2D to 3D,Qianyi Wu ; Juyong Zhang ; Yu-Kun Lai ; Jianmin Zheng ; Jianfei Cai 
910,203,Nonlinear 3D Face Morphable Model,Luan Tran ; Xiaoming Liu 
911,2406,Through-Wall Human Pose Estimation Using Radio Signals,Mingmin Zhao ; Tianhong Li ; Mohammad Abu Alsheikh ; Yonglong Tian ; Hang Zhao ; Antonio Torralba ; Dina Katabi 
912,765,What Makes a Video a Video: Analyzing Temporal Information in Video Understanding Models and Datasets,De-An Huang ; Vignesh Ramanathan ; Dhruv Mahajan ; Lorenzo Torresani ; Manohar Paluri ; Li Fei-Fei ; Juan Carlos Niebles 
913,1029,Fast Video Object Segmentation by Reference-Guided Mask Propagation,Seoung Wug Oh ; Joon-Young Lee ; Kalyan Sunkavalli ; Seon Joo Kim 
914,1203,NeuralNetwork-Viterbi: A Framework for Weakly Supervised Video Learning,Alexander Richard ; Hilde Kuehne ; Ahsan Iqbal ; Juergen Gall 
915,1926,Actor and Observer: Joint Modeling of First and Third-Person Videos,Gunnar A. Sigurdsson ; Abhinav Gupta ; Cordelia Schmid ; Ali Farhadi ; Karteek Alahari 
916,2266,HSA-RNN: Hierarchical Structure-Adaptive RNN for Video Summarization,Bin Zhao ; Xuelong Li ; Xiaoqiang Lu 
917,423,Fast and Accurate Online Video Object Segmentation via Tracking Parts,Jingchun Cheng ; Yi-Hsuan Tsai ; Wei-Chih Hung ; Shengjin Wang ; Ming-Hsuan Yang 
918,3330,Now You Shake Me: Towards Automatic 4D Cinema,Yuhao Zhou ; Makarand Tapaswi ; Sanja Fidler 
919,2161,Viewpoint-Aware Video Summarization,Atsushi Kanehira ; Luc Van Gool ; Yoshitaka Ushiku ; Tatsuya Harada 
920,2871,Photometric Stereo in Participating Media Considering Shape-Dependent Forward Scatter,Yuki Fujimura ; Masaaki Iiyama ; Atsushi Hashimoto ; Michihiko Minoh 
921,2194,Direction-Aware Spatial Context Features for Shadow Detection,Xiaowei Hu ; Lei Zhu ; Chi-Wing Fu ; Jing Qin ; Pheng-Ann Heng 
922,2812,Discriminative Learning of Latent Features for Zero-Shot Recognition,Yan Li ; Junge Zhang ; Jianguo Zhang ; Kaiqi Huang 
923,1435,Learning to Adapt Structured Output Space for Semantic Segmentation,Yi-Hsuan Tsai ; Wei-Chih Hung ; Samuel Schulter ; Kihyuk Sohn ; Ming-Hsuan Yang ; Manmohan Chandraker 
924,3022,Multi-Task Learning Using Uncertainty to Weigh Losses for Scene Geometry and Semantics,Alex Kendall ; Yarin Gal ; Roberto Cipolla 
925,3807,Jointly Localizing and Describing Events for Dense Video Captioning,Yehao Li ; Ting Yao ; Yingwei Pan ; Hongyang Chao ; Tao Mei 
926,1928,Going From Image to Video Saliency: Augmenting Image Salience With Dynamic Attentional Push,Siavash Gorji ; James J. Clark 
927,442,M3: Multimodal Memory Modelling for Video Captioning,Junbo Wang ; Wei Wang ; Yan Huang ; Liang Wang ; Tieniu Tan 
928,2361,Emotional Attention: A Study of Image Sentiment and Visual Attention,Shaojing Fan ; Zhiqi Shen ; Ming Jiang ; Bryan L. Koenig ; Juan Xu ; Mohan S. Kankanhalli ; Qi Zhao 
929,3791,"A Low Power, High Throughput, Fully Event-Based Stereo System",Alexander Andreopoulos ; Hirak J. Kashyap ; Tapan K. Nayak ; Arnon Amir ; Myron D. Flickner 
930,406,VITON: An Image-Based Virtual Try-On Network,Xintong Han ; Zuxuan Wu ; Zhe Wu ; Ruichi Yu ; Larry S. Davis 
931,1688,Multi-Oriented Scene Text Detection via Corner Localization and Region Segmentation,Pengyuan Lyu ; Cong Yao ; Wenhao Wu ; Shuicheng Yan ; Xiang Bai 
932,2342,Multi-Content GAN for Few-Shot Font Style Transfer,Samaneh Azadi ; Matthew Fisher ; Vladimir G. Kim ; Zhaowen Wang ; Eli Shechtman ; Trevor Darrell 
933,298,Audio to Body Dynamics,Eli Shlizerman ; Lucio Dery ; Hayden Schoen ; Ira Kemelmacher-Shlizerman 
934,2108,Weakly Supervised Coupled Networks for Visual Sentiment Analysis,Jufeng Yang ; Dongyu She ; Yu-Kun Lai ; Paul L. Rosin ; Ming-Hsuan Yang 
935,2895,Future Person Localization in First-Person Videos,Takuma Yagi ; Karttikeya Mangalam ; Ryo Yonetani ; Yoichi Sato 
936,1287,Squeeze-and-Excitation Networks,Jie Hu ; Li Shen ; Gang Sun 
937,2523,"Revisiting Salient Object Detection: Simultaneous Detection, Ranking, and Subitizing of Multiple Salient Objects",Md Amirul Islam ; Mahmoud Kalash ; Neil D. B. Bruce 
938,76,Context Encoding for Semantic Segmentation,Hang Zhang ; Kristin Dana ; Jianping Shi ; Zhongyue Zhang ; Xiaogang Wang ; Ambrish Tyagi ; Amit Agrawal 
939,3021,Creating Capsule Wardrobes From Fashion Images,Wei-Lin Hsiao ; Kristen Grauman 
940,3280,Webly Supervised Learning Meets Zero-Shot Learning: A Hybrid Approach for Fine-Grained Classification,Li Niu ; Ashok Veeraraghavan ; Ashutosh Sabharwal 
941,405,"Look, Imagine and Match: Improving Textual-Visual Cross-Modal Retrieval With Generative Models",Jiuxiang Gu ; Jianfei Cai ; Shafiq R. Joty ; Li Niu ; Gang Wang 
942,1289,Bidirectional Attentive Fusion With Context Gating for Dense Video Captioning,Jingwen Wang ; Wenhao Jiang ; Lin Ma ; Wei Liu ; Yong Xu 
943,2096,InLoc: Indoor Visual Localization With Dense Matching and View Synthesis,Hajime Taira ; Masatoshi Okutomi ; Torsten Sattler ; Mircea Cimpoi ; Marc Pollefeys ; Josef Sivic ; Tomas Pajdla ; Akihiko Torii 
944,2494,Towards High Performance Video Object Detection,Xizhou Zhu ; Jifeng Dai ; Lu Yuan ; Yichen Wei 
945,205,Neural Baby Talk,Jiasen Lu ; Jianwei Yang ; Dhruv Batra ; Devi Parikh 
946,242,Few-Shot Image Recognition by Predicting Parameters From Activations,Siyuan Qiao ; Chenxi Liu ; Wei Shen ; Alan L. Yuille 
947,458,Iterative Visual Reasoning Beyond Convolutions,Xinlei Chen ; Li-Jia Li ; Li Fei-Fei ; Abhinav Gupta 
948,732,Visual Question Reasoning on General Dependency Tree,Qingxing Cao ; Xiaodan Liang ; Bailing Li ; Guanbin Li ; Liang Lin 
949,809,CVM-Net: Cross-View Matching Network for Image-Based Ground-to-Aerial Geo-Localization,Sixing Hu ; Mengdan Feng ; Rang M. H. Nguyen ; Gim Hee Lee 
950,812,Revisiting Dilated Convolution: A Simple Approach for Weakly- and Semi-Supervised Semantic Segmentation,Yunchao Wei ; Huaxin Xiao ; Honghui Shi ; Zequn Jie ; Jiashi Feng ; Thomas S. Huang 
951,1356,Low-Shot Learning From Imaginary Data,Yu-Xiong Wang ; Ross Girshick ; Martial Hebert ; Bharath Hariharan 
952,1321,DoubleFusion: Real-Time Capture of Human Performances With Inner Body Shapes From a Single Depth Sensor,Tao Yu ; Zerong Zheng ; Kaiwen Guo ; Jianhui Zhao ; Qionghai Dai ; Hao Li ; Gerard Pons-Moll ; Yebin Liu 
953,12,DensePose: Dense Human Pose Estimation in the Wild,RÄ±za Alp GÃ¼ler ; Natalia Neverova ; Iasonas Kokkinos 
954,3718,Ordinal Depth Supervision for 3D Human Pose Estimation,Georgios Pavlakos ; Xiaowei Zhou ; Kostas Daniilidis 
955,374,Consensus Maximization for Semantic Region Correspondences,Pablo Speciale ; Danda P. Paudel ; Martin R. Oswald ; Hayko Riemenschneider ; Luc Van Gool ; Marc Pollefeys 
956,3232,Robust Hough Transform Based 3D Reconstruction From Circular Light Fields,Alessandro Vianello ; Jens Ackermann ; Maximilian Diebold ; Bernd JÃ¤hne 
957,2464,Alive Caricature From 2D to 3D,Qianyi Wu ; Juyong Zhang ; Yu-Kun Lai ; Jianmin Zheng ; Jianfei Cai 
958,203,Nonlinear 3D Face Morphable Model,Luan Tran ; Xiaoming Liu 
959,2406,Through-Wall Human Pose Estimation Using Radio Signals,Mingmin Zhao ; Tianhong Li ; Mohammad Abu Alsheikh ; Yonglong Tian ; Hang Zhao ; Antonio Torralba ; Dina Katabi 
960,765,What Makes a Video a Video: Analyzing Temporal Information in Video Understanding Models and Datasets,De-An Huang ; Vignesh Ramanathan ; Dhruv Mahajan ; Lorenzo Torresani ; Manohar Paluri ; Li Fei-Fei ; Juan Carlos Niebles 
961,1029,Fast Video Object Segmentation by Reference-Guided Mask Propagation,Seoung Wug Oh ; Joon-Young Lee ; Kalyan Sunkavalli ; Seon Joo Kim 
962,1203,NeuralNetwork-Viterbi: A Framework for Weakly Supervised Video Learning,Alexander Richard ; Hilde Kuehne ; Ahsan Iqbal ; Juergen Gall 
963,1926,Actor and Observer: Joint Modeling of First and Third-Person Videos,Gunnar A. Sigurdsson ; Abhinav Gupta ; Cordelia Schmid ; Ali Farhadi ; Karteek Alahari 
964,2266,HSA-RNN: Hierarchical Structure-Adaptive RNN for Video Summarization,Bin Zhao ; Xuelong Li ; Xiaoqiang Lu 
965,423,Fast and Accurate Online Video Object Segmentation via Tracking Parts,Jingchun Cheng ; Yi-Hsuan Tsai ; Wei-Chih Hung ; Shengjin Wang ; Ming-Hsuan Yang 
966,3330,Now You Shake Me: Towards Automatic 4D Cinema,Yuhao Zhou ; Makarand Tapaswi ; Sanja Fidler 
967,2161,Viewpoint-Aware Video Summarization,Atsushi Kanehira ; Luc Van Gool ; Yoshitaka Ushiku ; Tatsuya Harada 
968,2871,Photometric Stereo in Participating Media Considering Shape-Dependent Forward Scatter,Yuki Fujimura ; Masaaki Iiyama ; Atsushi Hashimoto ; Michihiko Minoh 
969,2194,Direction-Aware Spatial Context Features for Shadow Detection,Xiaowei Hu ; Lei Zhu ; Chi-Wing Fu ; Jing Qin ; Pheng-Ann Heng 
970,2812,Discriminative Learning of Latent Features for Zero-Shot Recognition,Yan Li ; Junge Zhang ; Jianguo Zhang ; Kaiqi Huang 
971,1435,Learning to Adapt Structured Output Space for Semantic Segmentation,Yi-Hsuan Tsai ; Wei-Chih Hung ; Samuel Schulter ; Kihyuk Sohn ; Ming-Hsuan Yang ; Manmohan Chandraker 
972,3022,Multi-Task Learning Using Uncertainty to Weigh Losses for Scene Geometry and Semantics,Alex Kendall ; Yarin Gal ; Roberto Cipolla 
973,3807,Jointly Localizing and Describing Events for Dense Video Captioning,Yehao Li ; Ting Yao ; Yingwei Pan ; Hongyang Chao ; Tao Mei 
974,1928,Going From Image to Video Saliency: Augmenting Image Salience With Dynamic Attentional Push,Siavash Gorji ; James J. Clark 
975,442,M3: Multimodal Memory Modelling for Video Captioning,Junbo Wang ; Wei Wang ; Yan Huang ; Liang Wang ; Tieniu Tan 
976,2361,Emotional Attention: A Study of Image Sentiment and Visual Attention,Shaojing Fan ; Zhiqi Shen ; Ming Jiang ; Bryan L. Koenig ; Juan Xu ; Mohan S. Kankanhalli ; Qi Zhao 
977,3791,"A Low Power, High Throughput, Fully Event-Based Stereo System",Alexander Andreopoulos ; Hirak J. Kashyap ; Tapan K. Nayak ; Arnon Amir ; Myron D. Flickner 
978,406,VITON: An Image-Based Virtual Try-On Network,Xintong Han ; Zuxuan Wu ; Zhe Wu ; Ruichi Yu ; Larry S. Davis 
979,1688,Multi-Oriented Scene Text Detection via Corner Localization and Region Segmentation,Pengyuan Lyu ; Cong Yao ; Wenhao Wu ; Shuicheng Yan ; Xiang Bai 
980,2342,Multi-Content GAN for Few-Shot Font Style Transfer,Samaneh Azadi ; Matthew Fisher ; Vladimir G. Kim ; Zhaowen Wang ; Eli Shechtman ; Trevor Darrell 
981,298,Audio to Body Dynamics,Eli Shlizerman ; Lucio Dery ; Hayden Schoen ; Ira Kemelmacher-Shlizerman 
982,2108,Weakly Supervised Coupled Networks for Visual Sentiment Analysis,Jufeng Yang ; Dongyu She ; Yu-Kun Lai ; Paul L. Rosin ; Ming-Hsuan Yang 
983,2895,Future Person Localization in First-Person Videos,Takuma Yagi ; Karttikeya Mangalam ; Ryo Yonetani ; Yoichi Sato 
984,2578,Preserving Semantic Relations for Zero-Shot Learning,Yashas Annadani ; Soma Biswas 
985,2619,Show Me a Story: Towards Coherent Neural Story Illustration,Hareesh Ravi ; Lezi Wang ; Carlos Muniz ; Leonid Sigal ; Dimitris Metaxas ; Mubbasir Kapadia 
986,2662,Reconstruction Network for Video Captioning,Bairui Wang ; Lin Ma ; Wei Zhang ; Wei Liu 
987,2778,Fast Spectral Ranking for Similarity Search,Ahmet Iscen ; Yannis Avrithis ; Giorgos Tolias ; Teddy Furon ; OndÅej Chum 
988,2779,Mining on Manifolds: Metric Learning Without Labels,Ahmet Iscen ; Giorgos Tolias ; Yannis Avrithis ; OndÅej Chum 
989,3012,PIXOR: Real-Time 3D Object Detection From Point Clouds,Bin Yang ; Wenjie Luo ; Raquel Urtasun 
990,3180,Leveraging Unlabeled Data for Crowd Counting by Learning to Rank,Xialei Liu ; Joost van de Weijer ; Andrew D. Bagdanov 
991,3242,Zero-Shot Kernel Learning,Hongguang Zhang ; Piotr Koniusz 
992,3451,Differential Attention for Visual Question Answering,Badri Patro ; Vinay P. Namboodiri 
993,3822,Learning From Noisy Web Data With Category-Level Supervision,Li Niu ; Qingtao Tang ; Ashok Veeraraghavan ; Ashutosh Sabharwal 
994,3855,Toward Driving Scene Understanding: A Dataset for Learning Driver Behavior and Causal Reasoning,Vasili Ramanishka ; Yi-Ting Chen ; Teruhisa Misu ; Kate Saenko 
995,3878,Learning Attribute Representations With Localization for Flexible Fashion Search,Kenan E. Ak ; Ashraf A. Kassim ; Joo Hwee Lim ; Jo Yew Tham 
996,3979,Bidirectional Retrieval Made Simple,JÃ´natas Wehrmann ; Rodrigo C. Barros 
997,4014,Learning Multi-Instance Enriched Image Representations via Non-Greedy Ratio Maximization of the l1-Norm Distances,Kai Liu ; Hua Wang ; Feiping Nie ; Hao Zhang 
998,4255,Learning Visual Knowledge Memory Networks for Visual Question Answering,Zhou Su ; Chen Zhu ; Yinpeng Dong ; Dongqi Cai ; Yurong Chen ; Jianguo Li 
999,186,Visual Grounding via Accumulated Attention,Chaorui Deng ; Qi Wu ; Qingyao Wu ; Fuyuan Hu ; Fan Lyu ; Mingkui Tan 
1000,260,Beyond Trade-Off: Accelerate FCN-Based Face Detector With Higher Accuracy,Guanglu Song ; Yu Liu ; Ming Jiang ; Yujie Wang ; Junjie Yan ; Biao Leng 
1001,985,PackNet: Adding Multiple Tasks to a Single Network by Iterative Pruning,Arun Mallya ; Svetlana Lazebnik 
1002,1247,Repulsion Loss: Detecting Pedestrians in a Crowd,Xinlong Wang ; Tete Xiao ; Yuning Jiang ; Shuai Shao ; Jian Sun ; Chunhua Shen 
1003,1910,Neural Sign Language Translation,Necati Cihan Camgoz ; Simon Hadfield ; Oscar Koller ; Hermann Ney ; Richard Bowden 
1004,739,Non-Local Neural Networks,Xiaolong Wang ; Ross Girshick ; Abhinav Gupta ; Kaiming He 
1005,1517,LAMV: Learning to Align and Match Videos With Kernelized Temporal Layers,Lorenzo Baraldi ; Matthijs Douze ; Rita Cucchiara ; HervÃ© JÃ©gou 
1006,633,Optimizing Video Object Detection via a Scale-Time Lattice,Kai Chen ; Jiaqi Wang ; Shuo Yang ; Xingcheng Zhang ; Yuanjun Xiong ; Chen Change Loy ; Dahua Lin 
1007,2839,Learning Compressible 360Â° Video Isomers,Yu-Chuan Su ; Kristen Grauman 
1008,2195,Attention Clusters: Purely Attention Based Local Feature Integration for Video Classification,Xiang Long ; Chuang Gan ; Gerard de Melo ; Jiajun Wu ; Xiao Liu ; Shilei Wen 
1009,2582,What Have We Learned From Deep Representations for Action Recognition?,Christoph Feichtenhofer ; Axel Pinz ; Richard P. Wildes ; Andrew Zisserman 
1010,1575,Controllable Video Generation With Sparse Trajectories,Zekun Hao ; Xun Huang ; Serge Belongie 
1011,3448,Representing and Learning High Dimensional Data With the Optimal Transport Map From a Probabilistic Viewpoint,Serim Park ; Matthew Thorpe 
1012,3711,CLIP-Q: Deep Network Compression Learning by In-Parallel Pruning-Quantization,Frederick Tung ; Greg Mori 
1013,3713,Inference in Higher Order MRF-MAP Problems With Small and Large Cliques,Ishant Shanu ; Chetan Arora ; S.N. Maheshwari 
1014,3923,ROAD: Reality Oriented Adaptation for Semantic Segmentation of Urban Scenes,Yuhua Chen ; Wen Li ; Luc Van Gool 
1015,4254,Eye In-Painting With Exemplar Generative Adversarial Networks,Brian Dolhansky ; Cristian Canton Ferrer 
1016,4296,ClcNet: Improving the Efficiency of Convolutional Neural Network Using Channel Local Convolutions,Dong-Qing Zhang 
1017,232,Towards Effective Low-Bitwidth Convolutional Neural Networks,Bohan Zhuang ; Chunhua Shen ; Mingkui Tan ; Lingqiao Liu ; Ian Reid 
1018,419,Stochastic Downsampling for Cost-Adjustable Inference and Improved Regularization in Convolutional Networks,Jason Kuen ; Xiangfei Kong ; Zhe Lin ; Gang Wang ; Jianxiong Yin ; Simon See ; Yap-Peng Tan 
1019,430,Face Aging With Identity-Preserved Conditional Generative Adversarial Networks,Zongwei Wang ; Xu Tang ; Weixin Luo ; Shenghua Gao 
1020,779,Unsupervised Cross-Dataset Person Re-Identification by Transfer Learning of Spatial-Temporal Patterns,Jianming Lv ; Weihang Chen ; Qing Li ; Can Yang 
1021,1001,Feature Quantization for Defending Against Distortion of Images,Zhun Sun ; Mete Ozay ; Yan Zhang ; Xing Liu ; Takayuki Okatani 
1022,1182,Tagging Like Humans: Diverse and Distinct Image Annotation,Baoyuan Wu ; Weidong Chen ; Peng Sun ; Wei Liu ; Bernard Ghanem ; Siwei Lyu 
1023,1224,Re-Weighted Adversarial Adaptation Network for Unsupervised Domain Adaptation,Qingchao Chen ; Yang Liu ; Zhaowen Wang ; Ian Wassell ; Kevin Chetty 
1024,1696,Inferring Semantic Layout for Hierarchical Text-to-Image Synthesis,Seunghoon Hong ; Dingdong Yang ; Jongwook Choi ; Honglak Lee 
1025,1738,Regularizing RNNs for Caption Generation by Reconstructing the Past With the Present,Xinpeng Chen ; Lin Ma ; Wenhao Jiang ; Jian Yao ; Wei Liu 
1026,1887,Unsupervised Domain Adaptation With Similarity Learning,Pedro O. Pinheiro 
1027,1960,Learning Deep Sketch Abstraction,Umar Riaz Muhammad ; Yongxin Yang ; Yi-Zhe Song ; Tao Xiang ; Timothy M. Hospedales 
1028,2427,Matching Adversarial Networks,GellÃ©rt MÃ¡ttyus ; Raquel Urtasun 
1029,2463,SoS-RSC: A Sum-of-Squares Polynomial Approach to Robustifying Subspace Clustering Algorithms,Mario Sznaier ; Octavia Camps 
1030,2509,Resource Aware Person Re-Identification Across Multiple Resolutions,Yan Wang ; Lequn Wang ; Yurong You ; Xu Zou ; Vincent Chen ; Serena Li ; Gao Huang ; Bharath Hariharan ; Kilian Q. Weinberger 
1031,2518,Learning and Using the Arrow of Time,Donglai Wei ; Joseph J. Lim ; Andrew Zisserman ; William T. Freeman 
1032,2588,Neural Style Transfer via Meta Networks,Falong Shen ; Shuicheng Yan ; Gang Zeng 
1033,2601,"People, Penguins and Petri Dishes: Adapting Object Counting Models to New Visual Domains and Object Types Without Forgetting",Mark Marsden ; Kevin McGuinness ; Suzanne Little ; Ciara E. Keogh ; Noel E. O'Connor 
1034,2705,HydraNets: Specialized Dynamic Architectures for Efficient Inference,Ravi Teja Mullapudi ; William R. Mark ; Noam Shazeer ; Kayvon Fatahalian 
1035,2763,SketchMate: Deep Hashing for Million-Scale Human Sketch Retrieval,Peng Xu ; Yongye Huang ; Tongtong Yuan ; Kaiyue Pang ; Yi-Zhe Song ; Tao Xiang ; Timothy M. Hospedales ; Zhanyu Ma ; Jun Guo 
1036,2781,From Source to Target and Back: Symmetric Bi-Directional Adaptive GAN,Paolo Russo ; Fabio M. Carlucci ; Tatiana Tommasi ; Barbara Caputo 
1037,3005,OLÃ: Orthogonal Low-Rank Embedding - A Plug and Play Geometric Loss for Deep Learning,JosÃ© Lezama ; Qiang Qiu ; Pablo MusÃ© ; Guillermo Sapiro 
1038,3009,Efficient Parametrization of Multi-Domain Deep Neural Networks,Sylvestre-Alvise Rebuffi ; Hakan Bilen ; Andrea Vedaldi 
1039,3208,Deep Density Clustering of Unconstrained Faces,Wei-An Lin ; Jun-Cheng Chen ; Carlos D. Castillo ; Rama Chellappa 
1040,3327,Geometric Multi-Model Fitting With a Convex Relaxation Algorithm,Paul Amayo ; Pedro PiniÃ©s ; Lina M. Paz ; Paul Newman 
1041,3552,Fast and Robust Estimation for Unit-Norm Constrained Linear Fitting Problems,Daiki Ikami ; Toshihiko Yamasaki ; Kiyoharu Aizawa 
1042,3577,Importance Weighted Adversarial Nets for Partial Domain Adaptation,Jing Zhang ; Zewei Ding ; Wanqing Li ; Philip Ogunbona 
1043,1052,Efficient Subpixel Refinement With Symbolic Linear Predictors,Vincent Lui ; Jonathon Geeves ; Winston Yii ; Tom Drummond 
1044,1156,Scale-Recurrent Network for Deep Image Deblurring,Xin Tao ; Hongyun Gao ; Xiaoyong Shen ; Jue Wang ; Jiaya Jia 
1045,1944,DeblurGAN: Blind Motion Deblurring Using Conditional Adversarial Networks,Orest Kupyn ; Volodymyr Budzan ; Mykola Mykhailych ; Dmytro Mishkin ; JiÅÃ­ Matas 
1046,1991,A2-RL: Aesthetics Aware Reinforcement Learning for Image Cropping,Debang Li ; Huikai Wu ; Junge Zhang ; Kaiqi Huang 
1047,2260,Single Image Dehazing via Conditional Generative Adversarial Network,Runde Li ; Jinshan Pan ; Zechao Li ; Jinhui Tang 
1048,3249,On the Duality Between Retinex and Image Dehazing,Adrian Galdran ; Aitor Alvarez-Gila ; Alessandro Bria ; Javier Vazquez-Corral ; Marcelo BertalmÃ­o 
1049,2484,Arbitrary Style Transfer With Deep Feature Reshuffle,Shuyang Gu ; Congliang Chen ; Jing Liao ; Lu Yuan 
1050,3311,Nonlocal Low-Rank Tensor Factor Analysis for Image Restoration,Xinyuan Zhang ; Xin Yuan ; Lawrence Carin 
1051,137,Avatar-Net: Multi-Scale Zero-Shot Style Transfer by Feature Decoration,Lu Sheng ; Ziyi Lin ; Jing Shao ; Xiaogang Wang 
1052,672,Missing Slice Recovery for Tensors Using a Low-Rank Model in Embedded Space,Tatsuya Yokota ; Burak Erem ; Seyhmus Guler ; Simon K. Warfield ; Hidekata Hontani 
1053,1531,Deep Semantic Face Deblurring,Ziyi Shen ; Wei-Sheng Lai ; Tingfa Xu ; Jan Kautz ; Ming-Hsuan Yang 
1054,348,GraphBit: Bitwise Interaction Mining via Deep Reinforcement Learning,Yueqi Duan ; Ziwei Wang ; Jiwen Lu ; Xudong Lin ; Jie Zhou 
1055,106,Recurrent Saliency Transformation Network: Incorporating Multi-Stage Visual Cues for Small Organ Segmentation,Qihang Yu ; Lingxi Xie ; Yan Wang ; Yuyin Zhou ; Elliot K. Fishman ; Alan L. Yuille 
1056,418,Thoracic Disease Identification and Localization With Limited Supervision,Zhe Li ; Chong Wang ; Mei Han ; Yuan Xue ; Wei Wei ; Li-Jia Li ; Li Fei-Fei 
1057,1173,Quantization of Fully Convolutional Networks for Accurate Biomedical Image Segmentation,Xiaowei Xu ; Qing Lu ; Lin Yang ; Sharon Hu ; Danny Chen ; Yu Hu ; Yiyu Shi 
1058,3918,Visual Feature Attribution Using Wasserstein GANs,Christian F. Baumgartner ; Lisa M. Koch ; Kerem Can Tezcan ; Jia Xi Ang ; Ender Konukoglu 
1059,369,"Total Capture: A 3D Deformation Model for Tracking Faces, Hands, and Bodies",Hanbyul Joo ; Tomas Simon ; Yaser Sheikh 
1060,128,Augmented Skeleton Space Transfer for Depth-Based Hand Pose Estimation,Seungryul Baek ; Kwang In Kim ; Tae-Kyun Kim 
1061,1978,Synthesizing Images of Humans in Unseen Poses,Guha Balakrishnan ; Amy Zhao ; Adrian V. Dalca ; FrÃ©do Durand ; John Guttag 
1062,567,SSNet: Scale Selection Network for Online 3D Action Prediction,Jun Liu ; Amir Shahroudy ; Gang Wang ; Ling-Yu Duan ; Alex C. Kot 
1063,1209,Detecting and Recognizing Human-Object Interactions,Georgia Gkioxari ; Ross Girshick ; Piotr DollÃ¡r ; Kaiming He 
1064,3971,Unsupervised Learning and Segmentation of Complex Activities From Video,Fadime Sener ; Angela Yao 
1065,1349,Unsupervised Training for 3D Morphable Model Regression,Kyle Genova ; Forrester Cole ; Aaron Maschinot ; Aaron Sarna ; Daniel Vlasic ; William T. Freeman 
1066,2769,Video Based Reconstruction of 3D People Models,Thiemo Alldieck ; Marcus Magnor ; Weipeng Xu ; Christian Theobalt ; Gerard Pons-Moll 
1067,1097,Pose-Guided Photorealistic Face Rotation,Yibo Hu ; Xiang Wu ; Bing Yu ; Ran He ; Zhenan Sun 
1068,2496,Mesoscopic Facial Geometry Inference Using Deep Neural Networks,Loc Huynh ; Weikai Chen ; Shunsuke Saito ; Jun Xing ; Koki Nagano ; Andrew Jones ; Paul Debevec ; Hao Li 
1069,687,Hand PointNet: 3D Hand Pose Estimation Using Point Sets,Liuhao Ge ; Yujun Cai ; Junwu Weng ; Junsong Yuan 
1070,3001,Seeing Voices and Hearing Faces: Cross-Modal Biometric Matching,Arsha Nagrani ; Samuel Albanie ; Andrew Zisserman 
1071,2355,Learning Monocular 3D Human Pose Estimation From Multi-View Images,Helge Rhodin ; JÃ¶rg SpÃ¶rri ; Isinsu Katircioglu ; Victor Constantin ; FrÃ©dÃ©ric Meyer ; Erich MÃ¼ller ; Mathieu Salzmann ; Pascal Fua 
1072,1644,Separating Style and Content for Generalized Style Transfer,Yexun Zhang ; Ya Zhang ; Wenbin Cai 
1073,3523,TextureGAN: Controlling Deep Image Synthesis With Texture Patches,Wenqi Xian ; Patsorn Sangkloy ; Varun Agrawal ; Amit Raj ; Jingwan Lu ; Chen Fang ; Fisher Yu ; James Hays 
1074,3536,Connecting Pixels to Privacy and Utility: Automatic Redaction of Private Information in Images,Tribhuvanesh Orekondy ; Mario Fritz ; Bernt Schiele 
1075,3966,MapNet: An Allocentric Spatial Memory for Mapping Environments,JoÃ£o F. Henriques ; Andrea Vedaldi 
1076,3890,Accurate and Diverse Sampling of Sequences Based on a âBest of Manyâ Sample Objective,Apratim Bhattacharyya ; Bernt Schiele ; Mario Fritz 
1077,3399,VirtualHome: Simulating Household Activities via Programs,Xavier Puig ; Kevin Ra ; Marko Boben ; Jiaman Li ; Tingwu Wang ; Sanja Fidler ; Antonio Torralba 
1078,2082,Generate to Adapt: Aligning Domains Using Generative Adversarial Networks,Swami Sankaranarayanan ; Yogesh Balaji ; Carlos D. Castillo ; Rama Chellappa 
1079,2347,Multi-Agent Diverse Generative Adversarial Networks,Arnab Ghosh ; Viveka Kulharia ; Vinay P. Namboodiri ; Philip H.S. Torr ; Puneet K. Dokania 
1080,2918,A PID Controller Approach for Stochastic Optimization of Deep Networks,Wangpeng An ; Haoqian Wang ; Qingyun Sun ; Jun Xu ; Qionghai Dai ; Lei Zhang 
1081,3340,âLearning-Compressionâ Algorithms for Neural Net Pruning,Miguel Ã. Carreira-PerpiÃ±Ã¡n ; Yerlan Idelbayev 
1082,3381,Large-Scale Distance Metric Learning With Uncertainty,Qi Qian ; Jiasheng Tang ; Hao Li ; Shenghuo Zhu ; Rong Jin 
1083,3489,Guide Me: Interacting With Deep Networks,Christian Rupprecht ; Iro Laina ; Nassir Navab ; Gregory D. Hager ; Federico Tombari 
1084,3771,Art of Singular Vectors and Universal Adversarial Perturbations,Valentin Khrulkov ; Ivan Oseledets 
1085,4093,Deflecting Adversarial Attacks With Pixel Deflection,Aaditya Prakash ; Nick Moran ; Solomon Garber ; Antonella DiLillo ; James Storer 
1086,3308,MovieGraphs: Towards Understanding Human-Centric Situations From Videos,Paul Vicol ; Makarand Tapaswi ; LluÃ­s CastrejÃ³n ; Sanja Fidler 
